desktop_ready	7277	launch-to-session-list
timeline_1024_load	1810	AXPress-to-timeline_stable
screenshot	159	wide-1k
timeline_scroll_up	1026	sentinel-visible-to-absent
timeline_scroll_bottom	185	sentinel-absent-to-visible
composer_input	273	AXSetValue-to-AXValue
resize_narrow	262	narrow-initial
screenshot	95	connected-1080x720
screenshot	100	text-zoom-150-1080x720
screenshot	111	popover-1080x720
resize_wide	283	wide-1
resize_narrow	379	narrow-1
screenshot	102	disconnected-1080x720
